Date,Store,Product,Demand,price,promo,weekday,month
30-01-2022,store_4,item_2,37,89.27,0,6,1
31-01-2022,store_4,item_2,45,89.27,0,0,1
01-01-2023,store_4,item_2,40,89.27,0,6,1
02-01-2023,store_4,item_2,70,71.42,1,0,1
03-01-2023,store_4,item_2,49,89.27,0,1,1
04-01-2023,store_4,item_2,50,89.27,0,2,1
05-01-2023,store_4,item_2,50,89.27,0,3,1
06-01-2023,store_4,item_2,39,89.27,0,4,1
07-01-2023,store_4,item_2,56,71.42,1,5,1
08-01-2023,store_4,item_2,38,89.27,0,6,1
09-01-2023,store_4,item_2,49,89.27,0,0,1
10-01-2023,store_4,item_2,51,89.27,0,1,1
11-01-2023,store_4,item_2,59,89.27,0,2,1
12-01-2023,store_4,item_2,50,89.27,0,3,1
13-01-2023,store_4,item_2,38,89.27,0,4,1
14-01-2023,store_4,item_2,61,71.42,1,5,1
15-01-2023,store_4,item_2,39,89.27,0,6,1
16-01-2023,store_4,item_2,45,89.27,0,0,1
17-01-2023,store_4,item_2,55,89.27,0,1,1
18-01-2023,store_4,item_2,57,89.27,0,2,1
19-01-2023,store_4,item_2,51,89.27,0,3,1
20-01-2023,store_4,item_2,43,89.27,0,4,1
21-01-2023,store_4,item_2,41,89.27,0,5,1
22-01-2023,store_4,item_2,42,89.27,0,6,1
23-01-2023,store_4,item_2,54,89.27,0,0,1
24-01-2023,store_4,item_2,51,89.27,0,1,1
25-01-2023,store_4,item_2,56,89.27,0,2,1
26-01-2023,store_4,item_2,54,89.27,0,3,1
27-01-2023,store_4,item_2,49,89.27,0,4,1
28-01-2023,store_4,item_2,41,89.27,0,5,1
29-01-2023,store_4,item_2,42,89.27,0,6,1
30-01-2023,store_4,item_2,51,89.27,0,0,1
31-01-2023,store_4,item_2,61,89.27,0,1,1
01-01-2019,store_4,item_3,42,87.39,0,1,1
02-01-2019,store_4,item_3,43,87.39,0,2,1
03-01-2019,store_4,item_3,45,87.39,0,3,1
04-01-2019,store_4,item_3,55,69.91,1,4,1
05-01-2019,store_4,item_3,30,87.39,0,5,1
06-01-2019,store_4,item_3,34,87.39,0,6,1
07-01-2019,store_4,item_3,41,87.39,0,0,1
08-01-2019,store_4,item_3,76,69.91,1,1,1
09-01-2019,store_4,item_3,49,87.39,0,2,1
10-01-2019,store_4,item_3,36,87.39,0,3,1
11-01-2019,store_4,item_3,38,87.39,0,4,1
12-01-2019,store_4,item_3,30,87.39,0,5,1
13-01-2019,store_4,item_3,53,69.91,1,6,1
14-01-2019,store_4,item_3,62,69.91,1,0,1
15-01-2019,store_4,item_3,73,69.91,1,1,1
16-01-2019,store_4,item_3,51,87.39,0,2,1
17-01-2019,store_4,item_3,71,69.91,1,3,1
18-01-2019,store_4,item_3,39,87.39,0,4,1
19-01-2019,store_4,item_3,41,87.39,0,5,1
20-01-2019,store_4,item_3,36,87.39,0,6,1
21-01-2019,store_4,item_3,41,87.39,0,0,1
22-01-2019,store_4,item_3,53,87.39,0,1,1
23-01-2019,store_4,item_3,54,87.39,0,2,1
24-01-2019,store_4,item_3,49,87.39,0,3,1
25-01-2019,store_4,item_3,44,87.39,0,4,1
26-01-2019,store_4,item_3,33,87.39,0,5,1
27-01-2019,store_4,item_3,39,87.39,0,6,1
28-01-2019,store_4,item_3,46,87.39,0,0,1
29-01-2019,store_4,item_3,57,87.39,0,1,1
30-01-2019,store_4,item_3,85,69.91,1,2,1
31-01-2019,store_4,item_3,49,87.39,0,3,1
01-01-2020,store_4,item_3,48,87.39,0,2,1
02-01-2020,store_4,item_3,49,87.39,0,3,1
03-01-2020,store_4,item_3,40,87.39,0,4,1
04-01-2020,store_4,item_3,26,87.39,0,5,1
05-01-2020,store_4,item_3,34,87.39,0,6,1
06-01-2020,store_4,item_3,46,87.39,0,0,1
07-01-2020,store_4,item_3,50,87.39,0,1,1
08-01-2020,store_4,item_3,48,87.39,0,2,1
09-01-2020,store_4,item_3,46,87.39,0,3,1
10-01-2020,store_4,item_3,36,87.39,0,4,1
11-01-2020,store_4,item_3,41,87.39,0,5,1
12-01-2020,store_4,item_3,38,87.39,0,6,1
13-01-2020,store_4,item_3,39,87.39,0,0,1
14-01-2020,store_4,item_3,51,87.39,0,1,1
15-01-2020,store_4,item_3,55,87.39,0,2,1
16-01-2020,store_4,item_3,53,87.39,0,3,1
17-01-2020,store_4,item_3,37,87.39,0,4,1
18-01-2020,store_4,item_3,55,69.91,1,5,1
19-01-2020,store_4,item_3,44,87.39,0,6,1
20-01-2020,store_4,item_3,50,87.39,0,0,1
21-01-2020,store_4,item_3,54,87.39,0,1,1
22-01-2020,store_4,item_3,59,87.39,0,2,1
23-01-2020,store_4,item_3,55,87.39,0,3,1
24-01-2020,store_4,item_3,45,87.39,0,4,1
25-01-2020,store_4,item_3,45,87.39,0,5,1
26-01-2020,store_4,item_3,57,69.91,1,6,1
27-01-2020,store_4,item_3,47,87.39,0,0,1
28-01-2020,store_4,item_3,61,87.39,0,1,1
29-01-2020,store_4,item_3,55,87.39,0,2,1
30-01-2020,store_4,item_3,54,87.39,0,3,1
31-01-2020,store_4,item_3,43,87.39,0,4,1
01-01-2021,store_4,item_3,39,87.39,0,4,1
02-01-2021,store_4,item_3,33,87.39,0,5,1
03-01-2021,store_4,item_3,34,87.39,0,6,1
04-01-2021,store_4,item_3,51,87.39,0,0,1
05-01-2021,store_4,item_3,50,87.39,0,1,1
06-01-2021,store_4,item_3,52,87.39,0,2,1
07-01-2021,store_4,item_3,49,87.39,0,3,1
08-01-2021,store_4,item_3,42,87.39,0,4,1
09-01-2021,store_4,item_3,37,87.39,0,5,1
10-01-2021,store_4,item_3,41,87.39,0,6,1
11-01-2021,store_4,item_3,47,87.39,0,0,1
12-01-2021,store_4,item_3,56,87.39,0,1,1
13-01-2021,store_4,item_3,58,87.39,0,2,1
14-01-2021,store_4,item_3,49,87.39,0,3,1
15-01-2021,store_4,item_3,43,87.39,0,4,1
16-01-2021,store_4,item_3,54,69.91,1,5,1
17-01-2021,store_4,item_3,42,87.39,0,6,1
18-01-2021,store_4,item_3,53,87.39,0,0,1
19-01-2021,store_4,item_3,58,87.39,0,1,1
20-01-2021,store_4,item_3,56,87.39,0,2,1
21-01-2021,store_4,item_3,52,87.39,0,3,1
22-01-2021,store_4,item_3,52,87.39,0,4,1
23-01-2021,store_4,item_3,43,87.39,0,5,1
24-01-2021,store_4,item_3,37,87.39,0,6,1
25-01-2021,store_4,item_3,53,87.39,0,0,1
26-01-2021,store_4,item_3,82,69.91,1,1,1
27-01-2021,store_4,item_3,91,69.91,1,2,1
28-01-2021,store_4,item_3,54,87.39,0,3,1
29-01-2021,store_4,item_3,48,87.39,0,4,1
30-01-2021,store_4,item_3,43,87.39,0,5,1
31-01-2021,store_4,item_3,44,87.39,0,6,1
01-01-2022,store_4,item_3,34,87.39,0,5,1
02-01-2022,store_4,item_3,39,87.39,0,6,1
03-01-2022,store_4,item_3,47,87.39,0,0,1
04-01-2022,store_4,item_3,53,87.39,0,1,1
05-01-2022,store_4,item_3,56,87.39,0,2,1
06-01-2022,store_4,item_3,50,87.39,0,3,1
07-01-2022,store_4,item_3,43,87.39,0,4,1
08-01-2022,store_4,item_3,39,87.39,0,5,1
09-01-2022,store_4,item_3,41,87.39,0,6,1
10-01-2022,store_4,item_3,44,87.39,0,0,1
11-01-2022,store_4,item_3,56,87.39,0,1,1
12-01-2022,store_4,item_3,58,87.39,0,2,1
13-01-2022,store_4,item_3,53,87.39,0,3,1
14-01-2022,store_4,item_3,42,87.39,0,4,1
15-01-2022,store_4,item_3,45,87.39,0,5,1
16-01-2022,store_4,item_3,40,87.39,0,6,1
17-01-2022,store_4,item_3,49,87.39,0,0,1
18-01-2022,store_4,item_3,57,87.39,0,1,1
19-01-2022,store_4,item_3,62,87.39,0,2,1
20-01-2022,store_4,item_3,56,87.39,0,3,1
21-01-2022,store_4,item_3,47,87.39,0,4,1
22-01-2022,store_4,item_3,44,87.39,0,5,1
23-01-2022,store_4,item_3,46,87.39,0,6,1
24-01-2022,store_4,item_3,80,69.91,1,0,1
25-01-2022,store_4,item_3,61,87.39,0,1,1
26-01-2022,store_4,item_3,64,87.39,0,2,1
27-01-2022,store_4,item_3,58,87.39,0,3,1
28-01-2022,store_4,item_3,48,87.39,0,4,1
29-01-2022,store_4,item_3,46,87.39,0,5,1
30-01-2022,store_4,item_3,69,69.91,1,6,1
31-01-2022,store_4,item_3,55,87.39,0,0,1
01-01-2023,store_4,item_3,41,87.39,0,6,1
02-01-2023,store_4,item_3,44,87.39,0,0,1
03-01-2023,store_4,item_3,58,87.39,0,1,1
04-01-2023,store_4,item_3,64,87.39,0,2,1
05-01-2023,store_4,item_3,56,87.39,0,3,1
06-01-2023,store_4,item_3,47,87.39,0,4,1
07-01-2023,store_4,item_3,41,87.39,0,5,1
08-01-2023,store_4,item_3,36,87.39,0,6,1
09-01-2023,store_4,item_3,48,87.39,0,0,1
10-01-2023,store_4,item_3,59,87.39,0,1,1
11-01-2023,store_4,item_3,61,87.39,0,2,1
12-01-2023,store_4,item_3,60,87.39,0,3,1
13-01-2023,store_4,item_3,45,87.39,0,4,1
14-01-2023,store_4,item_3,43,87.39,0,5,1
15-01-2023,store_4,item_3,45,87.39,0,6,1
16-01-2023,store_4,item_3,60,87.39,0,0,1
17-01-2023,store_4,item_3,67,87.39,0,1,1
18-01-2023,store_4,item_3,66,87.39,0,2,1
19-01-2023,store_4,item_3,61,87.39,0,3,1
20-01-2023,store_4,item_3,51,87.39,0,4,1
21-01-2023,store_4,item_3,42,87.39,0,5,1
22-01-2023,store_4,item_3,43,87.39,0,6,1
23-01-2023,store_4,item_3,55,87.39,0,0,1
24-01-2023,store_4,item_3,60,87.39,0,1,1
25-01-2023,store_4,item_3,63,87.39,0,2,1
26-01-2023,store_4,item_3,63,87.39,0,3,1
27-01-2023,store_4,item_3,51,87.39,0,4,1
28-01-2023,store_4,item_3,45,87.39,0,5,1
29-01-2023,store_4,item_3,52,87.39,0,6,1
30-01-2023,store_4,item_3,58,87.39,0,0,1
31-01-2023,store_4,item_3,99,69.91,1,1,1
01-01-2019,store_4,item_4,46,60.11,0,1,1
02-01-2019,store_4,item_4,46,60.11,0,2,1
03-01-2019,store_4,item_4,41,60.11,0,3,1
04-01-2019,store_4,item_4,53,48.09,1,4,1
05-01-2019,store_4,item_4,36,60.11,0,5,1
06-01-2019,store_4,item_4,34,60.11,0,6,1
07-01-2019,store_4,item_4,43,60.11,0,0,1
08-01-2019,store_4,item_4,46,60.11,0,1,1
09-01-2019,store_4,item_4,55,60.11,0,2,1
10-01-2019,store_4,item_4,36,60.11,0,3,1
11-01-2019,store_4,item_4,37,60.11,0,4,1
12-01-2019,store_4,item_4,30,60.11,0,5,1
13-01-2019,store_4,item_4,37,60.11,0,6,1
14-01-2019,store_4,item_4,44,60.11,0,0,1
15-01-2019,store_4,item_4,48,60.11,0,1,1
16-01-2019,store_4,item_4,52,60.11,0,2,1
17-01-2019,store_4,item_4,48,60.11,0,3,1
18-01-2019,store_4,item_4,38,60.11,0,4,1
19-01-2019,store_4,item_4,52,48.09,1,5,1
20-01-2019,store_4,item_4,32,60.11,0,6,1
21-01-2019,store_4,item_4,48,60.11,0,0,1
22-01-2019,store_4,item_4,49,60.11,0,1,1
23-01-2019,store_4,item_4,49,60.11,0,2,1
24-01-2019,store_4,item_4,50,60.11,0,3,1
25-01-2019,store_4,item_4,33,60.11,0,4,1
26-01-2019,store_4,item_4,35,60.11,0,5,1
27-01-2019,store_4,item_4,35,60.11,0,6,1
28-01-2019,store_4,item_4,45,60.11,0,0,1
29-01-2019,store_4,item_4,47,60.11,0,1,1
30-01-2019,store_4,item_4,55,60.11,0,2,1
31-01-2019,store_4,item_4,46,60.11,0,3,1
01-01-2020,store_4,item_4,51,60.11,0,2,1
02-01-2020,store_4,item_4,48,60.11,0,3,1
03-01-2020,store_4,item_4,42,60.11,0,4,1
04-01-2020,store_4,item_4,37,60.11,0,5,1
05-01-2020,store_4,item_4,33,60.11,0,6,1
06-01-2020,store_4,item_4,40,60.11,0,0,1
07-01-2020,store_4,item_4,49,60.11,0,1,1
08-01-2020,store_4,item_4,52,60.11,0,2,1
09-01-2020,store_4,item_4,45,60.11,0,3,1
10-01-2020,store_4,item_4,44,60.11,0,4,1
11-01-2020,store_4,item_4,36,60.11,0,5,1
12-01-2020,store_4,item_4,38,60.11,0,6,1
13-01-2020,store_4,item_4,40,60.11,0,0,1
14-01-2020,store_4,item_4,51,60.11,0,1,1
15-01-2020,store_4,item_4,52,60.11,0,2,1
16-01-2020,store_4,item_4,48,60.11,0,3,1
17-01-2020,store_4,item_4,40,60.11,0,4,1
18-01-2020,store_4,item_4,37,60.11,0,5,1
19-01-2020,store_4,item_4,36,60.11,0,6,1
20-01-2020,store_4,item_4,42,60.11,0,0,1
21-01-2020,store_4,item_4,56,60.11,0,1,1
22-01-2020,store_4,item_4,51,60.11,0,2,1
23-01-2020,store_4,item_4,77,48.09,1,3,1
24-01-2020,store_4,item_4,41,60.11,0,4,1
25-01-2020,store_4,item_4,38,60.11,0,5,1
26-01-2020,store_4,item_4,38,60.11,0,6,1
27-01-2020,store_4,item_4,71,48.09,1,0,1
28-01-2020,store_4,item_4,57,60.11,0,1,1
29-01-2020,store_4,item_4,60,60.11,0,2,1
30-01-2020,store_4,item_4,51,60.11,0,3,1
31-01-2020,store_4,item_4,42,60.11,0,4,1
01-01-2021,store_4,item_4,58,48.09,1,4,1
02-01-2021,store_4,item_4,33,60.11,0,5,1
03-01-2021,store_4,item_4,36,60.11,0,6,1
04-01-2021,store_4,item_4,41,60.11,0,0,1
05-01-2021,store_4,item_4,48,60.11,0,1,1
06-01-2021,store_4,item_4,52,60.11,0,2,1
07-01-2021,store_4,item_4,45,60.11,0,3,1
08-01-2021,store_4,item_4,42,60.11,0,4,1
09-01-2021,store_4,item_4,31,60.11,0,5,1
10-01-2021,store_4,item_4,34,60.11,0,6,1
11-01-2021,store_4,item_4,45,60.11,0,0,1
12-01-2021,store_4,item_4,53,60.11,0,1,1
13-01-2021,store_4,item_4,57,60.11,0,2,1
14-01-2021,store_4,item_4,44,60.11,0,3,1
15-01-2021,store_4,item_4,60,48.09,1,4,1
16-01-2021,store_4,item_4,37,60.11,0,5,1
17-01-2021,store_4,item_4,38,60.11,0,6,1
18-01-2021,store_4,item_4,46,60.11,0,0,1
19-01-2021,store_4,item_4,56,60.11,0,1,1
20-01-2021,store_4,item_4,56,60.11,0,2,1
21-01-2021,store_4,item_4,75,48.09,1,3,1
22-01-2021,store_4,item_4,36,60.11,0,4,1
23-01-2021,store_4,item_4,33,60.11,0,5,1
24-01-2021,store_4,item_4,46,60.11,0,6,1
25-01-2021,store_4,item_4,49,60.11,0,0,1
26-01-2021,store_4,item_4,57,60.11,0,1,1
27-01-2021,store_4,item_4,66,60.11,0,2,1
28-01-2021,store_4,item_4,56,60.11,0,3,1
29-01-2021,store_4,item_4,44,60.11,0,4,1
30-01-2021,store_4,item_4,39,60.11,0,5,1
31-01-2021,store_4,item_4,44,60.11,0,6,1
01-01-2022,store_4,item_4,40,60.11,0,5,1
02-01-2022,store_4,item_4,39,60.11,0,6,1
03-01-2022,store_4,item_4,42,60.11,0,0,1
04-01-2022,store_4,item_4,51,60.11,0,1,1
05-01-2022,store_4,item_4,84,48.09,1,2,1
06-01-2022,store_4,item_4,47,60.11,0,3,1
07-01-2022,store_4,item_4,45,60.11,0,4,1
08-01-2022,store_4,item_4,38,60.11,0,5,1
09-01-2022,store_4,item_4,42,60.11,0,6,1
10-01-2022,store_4,item_4,70,48.09,1,0,1
11-01-2022,store_4,item_4,58,60.11,0,1,1
12-01-2022,store_4,item_4,60,60.11,0,2,1
13-01-2022,store_4,item_4,59,60.11,0,3,1
14-01-2022,store_4,item_4,45,60.11,0,4,1
15-01-2022,store_4,item_4,36,60.11,0,5,1
16-01-2022,store_4,item_4,67,48.09,1,6,1
17-01-2022,store_4,item_4,54,60.11,0,0,1
18-01-2022,store_4,item_4,58,60.11,0,1,1
19-01-2022,store_4,item_4,63,60.11,0,2,1
20-01-2022,store_4,item_4,55,60.11,0,3,1
21-01-2022,store_4,item_4,42,60.11,0,4,1
22-01-2022,store_4,item_4,42,60.11,0,5,1
23-01-2022,store_4,item_4,45,60.11,0,6,1
24-01-2022,store_4,item_4,54,60.11,0,0,1
25-01-2022,store_4,item_4,58,60.11,0,1,1
26-01-2022,store_4,item_4,60,60.11,0,2,1
27-01-2022,store_4,item_4,54,60.11,0,3,1
28-01-2022,store_4,item_4,42,60.11,0,4,1
29-01-2022,store_4,item_4,39,60.11,0,5,1
30-01-2022,store_4,item_4,46,60.11,0,6,1
31-01-2022,store_4,item_4,82,48.09,1,0,1
01-01-2023,store_4,item_4,44,60.11,0,6,1
02-01-2023,store_4,item_4,44,60.11,0,0,1
03-01-2023,store_4,item_4,56,60.11,0,1,1
04-01-2023,store_4,item_4,57,60.11,0,2,1
05-01-2023,store_4,item_4,76,48.09,1,3,1
06-01-2023,store_4,item_4,46,60.11,0,4,1
07-01-2023,store_4,item_4,38,60.11,0,5,1
08-01-2023,store_4,item_4,37,60.11,0,6,1
09-01-2023,store_4,item_4,46,60.11,0,0,1
10-01-2023,store_4,item_4,64,60.11,0,1,1
11-01-2023,store_4,item_4,58,60.11,0,2,1
12-01-2023,store_4,item_4,55,60.11,0,3,1
13-01-2023,store_4,item_4,51,60.11,0,4,1
14-01-2023,store_4,item_4,37,60.11,0,5,1
15-01-2023,store_4,item_4,42,60.11,0,6,1
16-01-2023,store_4,item_4,49,60.11,0,0,1
17-01-2023,store_4,item_4,65,60.11,0,1,1
18-01-2023,store_4,item_4,63,60.11,0,2,1
19-01-2023,store_4,item_4,56,60.11,0,3,1
20-01-2023,store_4,item_4,46,60.11,0,4,1
21-01-2023,store_4,item_4,40,60.11,0,5,1
22-01-2023,store_4,item_4,47,60.11,0,6,1
23-01-2023,store_4,item_4,57,60.11,0,0,1
24-01-2023,store_4,item_4,60,60.11,0,1,1
25-01-2023,store_4,item_4,64,60.11,0,2,1
26-01-2023,store_4,item_4,62,60.11,0,3,1
27-01-2023,store_4,item_4,51,60.11,0,4,1
28-01-2023,store_4,item_4,68,48.09,1,5,1
29-01-2023,store_4,item_4,48,60.11,0,6,1
30-01-2023,store_4,item_4,55,60.11,0,0,1
31-01-2023,store_4,item_4,67,60.11,0,1,1
01-01-2019,store_4,item_5,53,19.24,1,1,1
02-01-2019,store_4,item_5,34,24.05,0,2,1
03-01-2019,store_4,item_5,29,24.05,0,3,1
04-01-2019,store_4,item_5,29,24.05,0,4,1
05-01-2019,store_4,item_5,24,24.05,0,5,1
06-01-2019,store_4,item_5,30,24.05,0,6,1
07-01-2019,store_4,item_5,29,24.05,0,0,1
08-01-2019,store_4,item_5,38,24.05,0,1,1
09-01-2019,store_4,item_5,33,24.05,0,2,1
10-01-2019,store_4,item_5,51,19.24,1,3,1
11-01-2019,store_4,item_5,29,24.05,0,4,1
12-01-2019,store_4,item_5,25,24.05,0,5,1
13-01-2019,store_4,item_5,22,24.05,0,6,1
14-01-2019,store_4,item_5,28,24.05,0,0,1
15-01-2019,store_4,item_5,35,24.05,0,1,1
16-01-2019,store_4,item_5,35,24.05,0,2,1
17-01-2019,store_4,item_5,31,24.05,0,3,1
18-01-2019,store_4,item_5,40,19.24,1,4,1
19-01-2019,store_4,item_5,25,24.05,0,5,1
20-01-2019,store_4,item_5,26,24.05,0,6,1
21-01-2019,store_4,item_5,57,19.24,1,0,1
22-01-2019,store_4,item_5,38,24.05,0,1,1
23-01-2019,store_4,item_5,40,24.05,0,2,1
24-01-2019,store_4,item_5,36,24.05,0,3,1
25-01-2019,store_4,item_5,32,24.05,0,4,1
26-01-2019,store_4,item_5,27,24.05,0,5,1
27-01-2019,store_4,item_5,23,24.05,0,6,1
28-01-2019,store_4,item_5,36,24.05,0,0,1
29-01-2019,store_4,item_5,41,24.05,0,1,1
30-01-2019,store_4,item_5,42,24.05,0,2,1
31-01-2019,store_4,item_5,43,24.05,0,3,1
01-01-2020,store_4,item_5,40,24.05,0,2,1
02-01-2020,store_4,item_5,34,24.05,0,3,1
03-01-2020,store_4,item_5,32,24.05,0,4,1
04-01-2020,store_4,item_5,25,24.05,0,5,1
05-01-2020,store_4,item_5,31,24.05,0,6,1
06-01-2020,store_4,item_5,33,24.05,0,0,1
07-01-2020,store_4,item_5,39,24.05,0,1,1
08-01-2020,store_4,item_5,57,19.24,1,2,1
09-01-2020,store_4,item_5,34,24.05,0,3,1
10-01-2020,store_4,item_5,29,24.05,0,4,1
11-01-2020,store_4,item_5,31,24.05,0,5,1
12-01-2020,store_4,item_5,26,24.05,0,6,1
13-01-2020,store_4,item_5,39,24.05,0,0,1
14-01-2020,store_4,item_5,36,24.05,0,1,1
15-01-2020,store_4,item_5,42,24.05,0,2,1
16-01-2020,store_4,item_5,36,24.05,0,3,1
17-01-2020,store_4,item_5,37,24.05,0,4,1
18-01-2020,store_4,item_5,29,24.05,0,5,1
19-01-2020,store_4,item_5,41,19.24,1,6,1
20-01-2020,store_4,item_5,51,19.24,1,0,1
21-01-2020,store_4,item_5,38,24.05,0,1,1
22-01-2020,store_4,item_5,41,24.05,0,2,1
23-01-2020,store_4,item_5,37,24.05,0,3,1
24-01-2020,store_4,item_5,29,24.05,0,4,1
25-01-2020,store_4,item_5,43,19.24,1,5,1
26-01-2020,store_4,item_5,28,24.05,0,6,1
27-01-2020,store_4,item_5,33,24.05,0,0,1
28-01-2020,store_4,item_5,40,24.05,0,1,1
29-01-2020,store_4,item_5,48,24.05,0,2,1
30-01-2020,store_4,item_5,34,24.05,0,3,1
31-01-2020,store_4,item_5,30,24.05,0,4,1
01-01-2021,store_4,item_5,29,24.05,0,4,1
02-01-2021,store_4,item_5,27,24.05,0,5,1
03-01-2021,store_4,item_5,24,24.05,0,6,1
04-01-2021,store_4,item_5,31,24.05,0,0,1
05-01-2021,store_4,item_5,39,24.05,0,1,1
06-01-2021,store_4,item_5,35,24.05,0,2,1
07-01-2021,store_4,item_5,35,24.05,0,3,1
08-01-2021,store_4,item_5,32,24.05,0,4,1
09-01-2021,store_4,item_5,32,24.05,0,5,1
10-01-2021,store_4,item_5,43,19.24,1,6,1
11-01-2021,store_4,item_5,38,24.05,0,0,1
12-01-2021,store_4,item_5,45,24.05,0,1,1
13-01-2021,store_4,item_5,42,24.05,0,2,1
14-01-2021,store_4,item_5,38,24.05,0,3,1
15-01-2021,store_4,item_5,32,24.05,0,4,1
16-01-2021,store_4,item_5,32,24.05,0,5,1
17-01-2021,store_4,item_5,28,24.05,0,6,1
18-01-2021,store_4,item_5,34,24.05,0,0,1
19-01-2021,store_4,item_5,44,24.05,0,1,1
20-01-2021,store_4,item_5,65,19.24,1,2,1
21-01-2021,store_4,item_5,42,24.05,0,3,1
22-01-2021,store_4,item_5,31,24.05,0,4,1
23-01-2021,store_4,item_5,28,24.05,0,5,1
24-01-2021,store_4,item_5,29,24.05,0,6,1
25-01-2021,store_4,item_5,35,24.05,0,0,1
26-01-2021,store_4,item_5,44,24.05,0,1,1
27-01-2021,store_4,item_5,45,24.05,0,2,1
28-01-2021,store_4,item_5,35,24.05,0,3,1
29-01-2021,store_4,item_5,51,19.24,1,4,1
30-01-2021,store_4,item_5,47,19.24,1,5,1
31-01-2021,store_4,item_5,44,19.24,1,6,1
01-01-2022,store_4,item_5,29,24.05,0,5,1
02-01-2022,store_4,item_5,29,24.05,0,6,1
03-01-2022,store_4,item_5,34,24.05,0,0,1
04-01-2022,store_4,item_5,62,19.24,1,1,1
05-01-2022,store_4,item_5,42,24.05,0,2,1
06-01-2022,store_4,item_5,42,24.05,0,3,1
07-01-2022,store_4,item_5,34,24.05,0,4,1
08-01-2022,store_4,item_5,29,24.05,0,5,1
09-01-2022,store_4,item_5,40,19.24,1,6,1
10-01-2022,store_4,item_5,55,19.24,1,0,1
11-01-2022,store_4,item_5,41,24.05,0,1,1
12-01-2022,store_4,item_5,45,24.05,0,2,1
13-01-2022,store_4,item_5,37,24.05,0,3,1
14-01-2022,store_4,item_5,31,24.05,0,4,1
15-01-2022,store_4,item_5,47,19.24,1,5,1
16-01-2022,store_4,item_5,28,24.05,0,6,1
17-01-2022,store_4,item_5,32,24.05,0,0,1
18-01-2022,store_4,item_5,64,19.24,1,1,1
19-01-2022,store_4,item_5,44,24.05,0,2,1
20-01-2022,store_4,item_5,42,24.05,0,3,1
21-01-2022,store_4,item_5,50,19.24,1,4,1
22-01-2022,store_4,item_5,30,24.05,0,5,1
23-01-2022,store_4,item_5,31,24.05,0,6,1
24-01-2022,store_4,item_5,54,19.24,1,0,1
25-01-2022,store_4,item_5,47,24.05,0,1,1
26-01-2022,store_4,item_5,42,24.05,0,2,1
27-01-2022,store_4,item_5,48,24.05,0,3,1
28-01-2022,store_4,item_5,31,24.05,0,4,1
29-01-2022,store_4,item_5,31,24.05,0,5,1
30-01-2022,store_4,item_5,48,19.24,1,6,1
31-01-2022,store_4,item_5,38,24.05,0,0,1
01-01-2023,store_4,item_5,34,24.05,0,6,1
02-01-2023,store_4,item_5,36,24.05,0,0,1
03-01-2023,store_4,item_5,40,24.05,0,1,1
04-01-2023,store_4,item_5,44,24.05,0,2,1
05-01-2023,store_4,item_5,37,24.05,0,3,1
06-01-2023,store_4,item_5,41,19.24,1,4,1
07-01-2023,store_4,item_5,31,24.05,0,5,1
08-01-2023,store_4,item_5,49,19.24,1,6,1
09-01-2023,store_4,item_5,38,24.05,0,0,1
10-01-2023,store_4,item_5,71,19.24,1,1,1
11-01-2023,store_4,item_5,48,24.05,0,2,1
12-01-2023,store_4,item_5,47,24.05,0,3,1
13-01-2023,store_4,item_5,36,24.05,0,4,1
14-01-2023,store_4,item_5,33,24.05,0,5,1
15-01-2023,store_4,item_5,27,24.05,0,6,1
16-01-2023,store_4,item_5,36,24.05,0,0,1
17-01-2023,store_4,item_5,44,24.05,0,1,1
18-01-2023,store_4,item_5,44,24.05,0,2,1
19-01-2023,store_4,item_5,45,24.05,0,3,1
20-01-2023,store_4,item_5,31,24.05,0,4,1
21-01-2023,store_4,item_5,39,24.05,0,5,1
22-01-2023,store_4,item_5,33,24.05,0,6,1
23-01-2023,store_4,item_5,41,24.05,0,0,1
24-01-2023,store_4,item_5,49,24.05,0,1,1
25-01-2023,store_4,item_5,51,24.05,0,2,1
26-01-2023,store_4,item_5,44,24.05,0,3,1
27-01-2023,store_4,item_5,31,24.05,0,4,1
28-01-2023,store_4,item_5,49,19.24,1,5,1
29-01-2023,store_4,item_5,38,24.05,0,6,1
30-01-2023,store_4,item_5,65,19.24,1,0,1
31-01-2023,store_4,item_5,52,24.05,0,1,1
01-01-2019,store_4,item_6,47,41.41,0,1,1
02-01-2019,store_4,item_6,47,41.41,0,2,1
03-01-2019,store_4,item_6,40,41.41,0,3,1
04-01-2019,store_4,item_6,40,41.41,0,4,1
05-01-2019,store_4,item_6,54,33.13,1,5,1
06-01-2019,store_4,item_6,45,33.13,1,6,1
07-01-2019,store_4,item_6,41,41.41,0,0,1
08-01-2019,store_4,item_6,45,41.41,0,1,1
09-01-2019,store_4,item_6,42,41.41,0,2,1
10-01-2019,store_4,item_6,40,41.41,0,3,1
11-01-2019,store_4,item_6,36,41.41,0,4,1
12-01-2019,store_4,item_6,35,41.41,0,5,1
13-01-2019,store_4,item_6,32,41.41,0,6,1
14-01-2019,store_4,item_6,39,41.41,0,0,1
15-01-2019,store_4,item_6,46,41.41,0,1,1
16-01-2019,store_4,item_6,57,41.41,0,2,1
17-01-2019,store_4,item_6,65,33.13,1,3,1
18-01-2019,store_4,item_6,38,41.41,0,4,1
19-01-2019,store_4,item_6,34,41.41,0,5,1
