id,date,sales
HOBBIES_1_017_CA_1_validation,2016-05-04,1
HOBBIES_1_017_CA_1_validation,2016-05-05,0
HOBBIES_1_017_CA_1_validation,2016-05-06,2
HOBBIES_1_017_CA_1_validation,2016-05-07,3
HOBBIES_1_017_CA_1_validation,2016-05-08,2
HOBBIES_1_017_CA_1_validation,2016-05-09,0
HOBBIES_1_017_CA_1_validation,2016-05-10,0
HOBBIES_1_017_CA_1_validation,2016-05-11,0
HOBBIES_1_017_CA_1_validation,2016-05-12,1
HOBBIES_1_017_CA_1_validation,2016-05-13,2
HOBBIES_1_017_CA_1_validation,2016-05-14,3
HOBBIES_1_017_CA_1_validation,2016-05-15,4
HOBBIES_1_017_CA_1_validation,2016-05-16,2
HOBBIES_1_017_CA_1_validation,2016-05-17,0
HOBBIES_1_017_CA_1_validation,2016-05-18,3
HOBBIES_1_017_CA_1_validation,2016-05-19,1
HOBBIES_1_017_CA_1_validation,2016-05-20,1
HOBBIES_1_017_CA_1_validation,2016-05-21,2
HOBBIES_1_017_CA_1_validation,2016-05-22,4
HOBBIES_1_017_CA_1_validation,2016-05-23,2
HOBBIES_1_017_CA_1_validation,2016-05-24,0
HOBBIES_1_017_CA_1_validation,2016-05-25,3
HOBBIES_1_017_CA_1_validation,2016-05-26,2
HOBBIES_1_017_CA_1_validation,2016-05-27,1
HOBBIES_1_017_CA_1_validation,2016-05-28,1
HOBBIES_1_017_CA_1_validation,2016-05-29,2
HOBBIES_1_017_CA_1_validation,2016-05-30,1
HOBBIES_1_017_CA_1_validation,2016-05-31,1
HOBBIES_1_018_CA_1_validation,2016-05-01,0
HOBBIES_1_018_CA_1_validation,2016-05-02,0
HOBBIES_1_018_CA_1_validation,2016-05-03,0
HOBBIES_1_018_CA_1_validation,2016-05-04,0
HOBBIES_1_018_CA_1_validation,2016-05-05,0
HOBBIES_1_018_CA_1_validation,2016-05-06,0
HOBBIES_1_018_CA_1_validation,2016-05-07,0
HOBBIES_1_018_CA_1_validation,2016-05-08,0
HOBBIES_1_018_CA_1_validation,2016-05-09,0
HOBBIES_1_018_CA_1_validation,2016-05-10,0
HOBBIES_1_018_CA_1_validation,2016-05-11,0
HOBBIES_1_018_CA_1_validation,2016-05-12,0
HOBBIES_1_018_CA_1_validation,2016-05-13,0
HOBBIES_1_018_CA_1_validation,2016-05-14,0
HOBBIES_1_018_CA_1_validation,2016-05-15,0
HOBBIES_1_018_CA_1_validation,2016-05-16,0
HOBBIES_1_018_CA_1_validation,2016-05-17,0
HOBBIES_1_018_CA_1_validation,2016-05-18,0
HOBBIES_1_018_CA_1_validation,2016-05-19,0
HOBBIES_1_018_CA_1_validation,2016-05-20,1
HOBBIES_1_018_CA_1_validation,2016-05-21,0
HOBBIES_1_018_CA_1_validation,2016-05-22,0
HOBBIES_1_018_CA_1_validation,2016-05-23,0
HOBBIES_1_018_CA_1_validation,2016-05-24,0
HOBBIES_1_018_CA_1_validation,2016-05-25,0
HOBBIES_1_018_CA_1_validation,2016-05-26,1
HOBBIES_1_018_CA_1_validation,2016-05-27,1
HOBBIES_1_018_CA_1_validation,2016-05-28,0
HOBBIES_1_018_CA_1_validation,2016-05-29,0
HOBBIES_1_018_CA_1_validation,2016-05-30,0
HOBBIES_1_018_CA_1_validation,2016-05-31,0
HOBBIES_1_019_CA_1_validation,2016-05-01,8
HOBBIES_1_019_CA_1_validation,2016-05-02,5
HOBBIES_1_019_CA_1_validation,2016-05-03,6
HOBBIES_1_019_CA_1_validation,2016-05-04,7
HOBBIES_1_019_CA_1_validation,2016-05-05,6
HOBBIES_1_019_CA_1_validation,2016-05-06,5
HOBBIES_1_019_CA_1_validation,2016-05-07,5
HOBBIES_1_019_CA_1_validation,2016-05-08,4
HOBBIES_1_019_CA_1_validation,2016-05-09,6
HOBBIES_1_019_CA_1_validation,2016-05-10,5
HOBBIES_1_019_CA_1_validation,2016-05-11,4
HOBBIES_1_019_CA_1_validation,2016-05-12,4
HOBBIES_1_019_CA_1_validation,2016-05-13,2
HOBBIES_1_019_CA_1_validation,2016-05-14,10
HOBBIES_1_019_CA_1_validation,2016-05-15,6
HOBBIES_1_019_CA_1_validation,2016-05-16,3
HOBBIES_1_019_CA_1_validation,2016-05-17,7
HOBBIES_1_019_CA_1_validation,2016-05-18,7
HOBBIES_1_019_CA_1_validation,2016-05-19,5
HOBBIES_1_019_CA_1_validation,2016-05-20,3
HOBBIES_1_019_CA_1_validation,2016-05-21,11
HOBBIES_1_019_CA_1_validation,2016-05-22,9
HOBBIES_1_019_CA_1_validation,2016-05-23,7
HOBBIES_1_019_CA_1_validation,2016-05-24,7
HOBBIES_1_019_CA_1_validation,2016-05-25,2
HOBBIES_1_019_CA_1_validation,2016-05-26,1
HOBBIES_1_019_CA_1_validation,2016-05-27,7
HOBBIES_1_019_CA_1_validation,2016-05-28,5
HOBBIES_1_019_CA_1_validation,2016-05-29,7
HOBBIES_1_019_CA_1_validation,2016-05-30,3
HOBBIES_1_019_CA_1_validation,2016-05-31,7
HOBBIES_1_020_CA_1_validation,2016-05-01,0
HOBBIES_1_020_CA_1_validation,2016-05-02,0
HOBBIES_1_020_CA_1_validation,2016-05-03,0
HOBBIES_1_020_CA_1_validation,2016-05-04,1
HOBBIES_1_020_CA_1_validation,2016-05-05,0
HOBBIES_1_020_CA_1_validation,2016-05-06,0
HOBBIES_1_020_CA_1_validation,2016-05-07,0
HOBBIES_1_020_CA_1_validation,2016-05-08,1
HOBBIES_1_020_CA_1_validation,2016-05-09,1
HOBBIES_1_020_CA_1_validation,2016-05-10,0
HOBBIES_1_020_CA_1_validation,2016-05-11,0
HOBBIES_1_020_CA_1_validation,2016-05-12,0
HOBBIES_1_020_CA_1_validation,2016-05-13,0
HOBBIES_1_020_CA_1_validation,2016-05-14,1
HOBBIES_1_020_CA_1_validation,2016-05-15,0
HOBBIES_1_020_CA_1_validation,2016-05-16,0
HOBBIES_1_020_CA_1_validation,2016-05-17,0
HOBBIES_1_020_CA_1_validation,2016-05-18,0
HOBBIES_1_020_CA_1_validation,2016-05-19,3
HOBBIES_1_020_CA_1_validation,2016-05-20,0
HOBBIES_1_020_CA_1_validation,2016-05-21,0
HOBBIES_1_020_CA_1_validation,2016-05-22,0
HOBBIES_1_020_CA_1_validation,2016-05-23,1
HOBBIES_1_020_CA_1_validation,2016-05-24,0
HOBBIES_1_020_CA_1_validation,2016-05-25,0
HOBBIES_1_020_CA_1_validation,2016-05-26,0
HOBBIES_1_020_CA_1_validation,2016-05-27,1
HOBBIES_1_020_CA_1_validation,2016-05-28,0
HOBBIES_1_020_CA_1_validation,2016-05-29,0
HOBBIES_1_020_CA_1_validation,2016-05-30,0
HOBBIES_1_020_CA_1_validation,2016-05-31,2
